timestamp,wap_name,metric_name,value
1761574500,MEMORIAL-215-1,wap_no_username_count,3.0
1761574500,MEMORIAL-215-1,wap_unique_usernames,8.0
1761574500,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.375
1761574800,MEMORIAL-215-1,wap_device_count,15.0
1761574800,MEMORIAL-215-1,wap_no_username_count,4.0
1761574800,MEMORIAL-215-1,wap_unique_usernames,7.0
1761574800,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761575100,MEMORIAL-215-1,wap_device_count,15.0
1761575100,MEMORIAL-215-1,wap_no_username_count,4.0
1761575100,MEMORIAL-215-1,wap_unique_usernames,7.0
1761575100,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761575400,MEMORIAL-215-1,wap_device_count,15.0
1761575400,MEMORIAL-215-1,wap_no_username_count,4.0
1761575400,MEMORIAL-215-1,wap_unique_usernames,7.0
1761575400,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761575700,MEMORIAL-215-1,wap_device_count,14.0
1761575700,MEMORIAL-215-1,wap_no_username_count,4.0
1761575700,MEMORIAL-215-1,wap_unique_usernames,7.0
1761575700,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.428571428571
1761576000,MEMORIAL-215-1,wap_device_count,16.0
1761576000,MEMORIAL-215-1,wap_no_username_count,5.0
1761576000,MEMORIAL-215-1,wap_unique_usernames,8.0
1761576000,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.375
1761576300,MEMORIAL-215-1,wap_device_count,16.0
1761576300,MEMORIAL-215-1,wap_no_username_count,5.0
1761576300,MEMORIAL-215-1,wap_unique_usernames,7.0
1761576300,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761576600,MEMORIAL-215-1,wap_device_count,16.0
1761576600,MEMORIAL-215-1,wap_no_username_count,5.0
1761576600,MEMORIAL-215-1,wap_unique_usernames,7.0
1761576600,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761576900,MEMORIAL-215-1,wap_device_count,16.0
1761576900,MEMORIAL-215-1,wap_no_username_count,5.0
1761576900,MEMORIAL-215-1,wap_unique_usernames,7.0
1761576900,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761577200,MEMORIAL-215-1,wap_device_count,16.0
1761577200,MEMORIAL-215-1,wap_no_username_count,5.0
1761577200,MEMORIAL-215-1,wap_unique_usernames,7.0
1761577200,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761577500,MEMORIAL-215-1,wap_device_count,17.0
1761577500,MEMORIAL-215-1,wap_no_username_count,6.0
1761577500,MEMORIAL-215-1,wap_unique_usernames,7.0
1761577500,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761577800,MEMORIAL-215-1,wap_device_count,17.0
1761577800,MEMORIAL-215-1,wap_no_username_count,6.0
1761577800,MEMORIAL-215-1,wap_unique_usernames,7.0
1761577800,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.571428571428
1761578100,MEMORIAL-215-1,wap_device_count,4.0
1761578100,MEMORIAL-215-1,wap_no_username_count,0.0
1761578100,MEMORIAL-215-1,wap_unique_usernames,4.0
1761578100,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761578400,MEMORIAL-215-1,wap_device_count,4.0
1761578400,MEMORIAL-215-1,wap_no_username_count,0.0
1761578400,MEMORIAL-215-1,wap_unique_usernames,4.0
1761578400,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761578700,MEMORIAL-215-1,wap_device_count,0.0
1761578700,MEMORIAL-215-1,wap_no_username_count,0.0
1761578700,MEMORIAL-215-1,wap_unique_usernames,0.0
1761578700,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761579000,MEMORIAL-215-1,wap_device_count,1.0
1761579000,MEMORIAL-215-1,wap_no_username_count,1.0
1761579000,MEMORIAL-215-1,wap_unique_usernames,0.0
1761579000,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761579300,MEMORIAL-215-1,wap_device_count,0.0
1761579300,MEMORIAL-215-1,wap_no_username_count,0.0
1761579300,MEMORIAL-215-1,wap_unique_usernames,0.0
1761579300,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761579600,MEMORIAL-215-1,wap_device_count,0.0
1761579600,MEMORIAL-215-1,wap_no_username_count,0.0
1761579600,MEMORIAL-215-1,wap_unique_usernames,0.0
1761579600,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761579900,MEMORIAL-215-1,wap_device_count,0.0
1761579900,MEMORIAL-215-1,wap_no_username_count,0.0
1761579900,MEMORIAL-215-1,wap_unique_usernames,0.0
1761579900,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761580200,MEMORIAL-215-1,wap_device_count,0.0
1761580200,MEMORIAL-215-1,wap_no_username_count,0.0
1761580200,MEMORIAL-215-1,wap_unique_usernames,0.0
1761580200,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761580500,MEMORIAL-215-1,wap_device_count,1.0
1761580500,MEMORIAL-215-1,wap_no_username_count,0.0
1761580500,MEMORIAL-215-1,wap_unique_usernames,1.0
1761580500,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761580800,MEMORIAL-215-1,wap_device_count,1.0
1761580800,MEMORIAL-215-1,wap_no_username_count,0.0
1761580800,MEMORIAL-215-1,wap_unique_usernames,1.0
1761580800,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761581100,MEMORIAL-215-1,wap_device_count,0.0
1761581100,MEMORIAL-215-1,wap_no_username_count,0.0
1761581100,MEMORIAL-215-1,wap_unique_usernames,0.0
1761581100,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761581400,MEMORIAL-215-1,wap_device_count,0.0
1761581400,MEMORIAL-215-1,wap_no_username_count,0.0
1761581400,MEMORIAL-215-1,wap_unique_usernames,0.0
1761581400,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761581700,MEMORIAL-215-1,wap_device_count,0.0
1761581700,MEMORIAL-215-1,wap_no_username_count,0.0
1761581700,MEMORIAL-215-1,wap_unique_usernames,0.0
1761581700,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761582000,MEMORIAL-215-1,wap_device_count,1.0
1761582000,MEMORIAL-215-1,wap_no_username_count,1.0
1761582000,MEMORIAL-215-1,wap_unique_usernames,0.0
1761582000,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761582300,MEMORIAL-215-1,wap_device_count,1.0
1761582300,MEMORIAL-215-1,wap_no_username_count,1.0
1761582300,MEMORIAL-215-1,wap_unique_usernames,0.0
1761582300,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761582600,MEMORIAL-215-1,wap_device_count,1.0
1761582600,MEMORIAL-215-1,wap_no_username_count,1.0
1761582600,MEMORIAL-215-1,wap_unique_usernames,0.0
1761582600,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761582900,MEMORIAL-215-1,wap_device_count,1.0
1761582900,MEMORIAL-215-1,wap_no_username_count,1.0
1761582900,MEMORIAL-215-1,wap_unique_usernames,0.0
1761582900,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761583200,MEMORIAL-215-1,wap_device_count,1.0
1761583200,MEMORIAL-215-1,wap_no_username_count,1.0
1761583200,MEMORIAL-215-1,wap_unique_usernames,0.0
1761583200,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761583500,MEMORIAL-215-1,wap_device_count,3.0
1761583500,MEMORIAL-215-1,wap_no_username_count,2.0
1761583500,MEMORIAL-215-1,wap_unique_usernames,1.0
1761583500,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761583800,MEMORIAL-215-1,wap_device_count,1.0
1761583800,MEMORIAL-215-1,wap_no_username_count,1.0
1761583800,MEMORIAL-215-1,wap_unique_usernames,0.0
1761583800,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761584100,MEMORIAL-215-1,wap_device_count,1.0
1761584100,MEMORIAL-215-1,wap_no_username_count,1.0
1761584100,MEMORIAL-215-1,wap_unique_usernames,0.0
1761584100,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761584400,MEMORIAL-215-1,wap_device_count,1.0
1761584400,MEMORIAL-215-1,wap_no_username_count,1.0
1761584400,MEMORIAL-215-1,wap_unique_usernames,0.0
1761584400,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761584700,MEMORIAL-215-1,wap_device_count,1.0
1761584700,MEMORIAL-215-1,wap_no_username_count,1.0
1761584700,MEMORIAL-215-1,wap_unique_usernames,0.0
1761584700,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761585000,MEMORIAL-215-1,wap_device_count,1.0
1761585000,MEMORIAL-215-1,wap_no_username_count,1.0
1761585000,MEMORIAL-215-1,wap_unique_usernames,0.0
1761585000,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761585300,MEMORIAL-215-1,wap_device_count,0.0
1761585300,MEMORIAL-215-1,wap_no_username_count,0.0
1761585300,MEMORIAL-215-1,wap_unique_usernames,0.0
1761585300,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761585600,MEMORIAL-215-1,wap_device_count,0.0
1761585600,MEMORIAL-215-1,wap_no_username_count,0.0
1761585600,MEMORIAL-215-1,wap_unique_usernames,0.0
1761585600,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761585900,MEMORIAL-215-1,wap_device_count,0.0
1761585900,MEMORIAL-215-1,wap_no_username_count,0.0
1761585900,MEMORIAL-215-1,wap_unique_usernames,0.0
1761585900,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761586200,MEMORIAL-215-1,wap_device_count,0.0
1761586200,MEMORIAL-215-1,wap_no_username_count,0.0
1761586200,MEMORIAL-215-1,wap_unique_usernames,0.0
1761586200,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761586500,MEMORIAL-215-1,wap_device_count,0.0
1761586500,MEMORIAL-215-1,wap_no_username_count,0.0
1761586500,MEMORIAL-215-1,wap_unique_usernames,0.0
1761586500,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761586800,MEMORIAL-215-1,wap_device_count,0.0
1761586800,MEMORIAL-215-1,wap_no_username_count,0.0
1761586800,MEMORIAL-215-1,wap_unique_usernames,0.0
1761586800,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761587100,MEMORIAL-215-1,wap_device_count,1.0
1761587100,MEMORIAL-215-1,wap_no_username_count,1.0
1761587100,MEMORIAL-215-1,wap_unique_usernames,0.0
1761587100,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761587400,MEMORIAL-215-1,wap_device_count,1.0
1761587400,MEMORIAL-215-1,wap_no_username_count,1.0
1761587400,MEMORIAL-215-1,wap_unique_usernames,0.0
1761587400,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761587700,MEMORIAL-215-1,wap_device_count,1.0
1761587700,MEMORIAL-215-1,wap_no_username_count,1.0
1761587700,MEMORIAL-215-1,wap_unique_usernames,0.0
1761587700,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761588000,MEMORIAL-215-1,wap_device_count,2.0
1761588000,MEMORIAL-215-1,wap_no_username_count,2.0
1761588000,MEMORIAL-215-1,wap_unique_usernames,0.0
1761588000,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761588300,MEMORIAL-215-1,wap_device_count,4.0
1761588300,MEMORIAL-215-1,wap_no_username_count,3.0
1761588300,MEMORIAL-215-1,wap_unique_usernames,1.0
1761588300,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761588600,MEMORIAL-215-1,wap_device_count,4.0
1761588600,MEMORIAL-215-1,wap_no_username_count,3.0
1761588600,MEMORIAL-215-1,wap_unique_usernames,1.0
1761588600,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761588900,MEMORIAL-215-1,wap_device_count,4.0
1761588900,MEMORIAL-215-1,wap_no_username_count,3.0
1761588900,MEMORIAL-215-1,wap_unique_usernames,1.0
1761588900,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761589200,MEMORIAL-215-1,wap_device_count,6.0
1761589200,MEMORIAL-215-1,wap_no_username_count,4.0
1761589200,MEMORIAL-215-1,wap_unique_usernames,2.0
1761589200,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761589500,MEMORIAL-215-1,wap_device_count,6.0
1761589500,MEMORIAL-215-1,wap_no_username_count,4.0
1761589500,MEMORIAL-215-1,wap_unique_usernames,2.0
1761589500,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761589800,MEMORIAL-215-1,wap_device_count,6.0
1761589800,MEMORIAL-215-1,wap_no_username_count,4.0
1761589800,MEMORIAL-215-1,wap_unique_usernames,2.0
1761589800,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761590100,MEMORIAL-215-1,wap_device_count,5.0
1761590100,MEMORIAL-215-1,wap_no_username_count,4.0
1761590100,MEMORIAL-215-1,wap_unique_usernames,1.0
1761590100,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761590400,MEMORIAL-215-1,wap_device_count,5.0
1761590400,MEMORIAL-215-1,wap_no_username_count,4.0
1761590400,MEMORIAL-215-1,wap_unique_usernames,1.0
1761590400,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761590700,MEMORIAL-215-1,wap_device_count,6.0
1761590700,MEMORIAL-215-1,wap_no_username_count,4.0
1761590700,MEMORIAL-215-1,wap_unique_usernames,2.0
1761590700,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761591000,MEMORIAL-215-1,wap_device_count,3.0
1761591000,MEMORIAL-215-1,wap_no_username_count,2.0
1761591000,MEMORIAL-215-1,wap_unique_usernames,1.0
1761591000,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761591300,MEMORIAL-215-1,wap_device_count,4.0
1761591300,MEMORIAL-215-1,wap_no_username_count,3.0
1761591300,MEMORIAL-215-1,wap_unique_usernames,1.0
1761591300,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761591600,MEMORIAL-215-1,wap_device_count,5.0
1761591600,MEMORIAL-215-1,wap_no_username_count,4.0
1761591600,MEMORIAL-215-1,wap_unique_usernames,1.0
1761591600,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761591900,MEMORIAL-215-1,wap_device_count,6.0
1761591900,MEMORIAL-215-1,wap_no_username_count,5.0
1761591900,MEMORIAL-215-1,wap_unique_usernames,1.0
1761591900,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761592200,MEMORIAL-215-1,wap_device_count,5.0
1761592200,MEMORIAL-215-1,wap_no_username_count,4.0
1761592200,MEMORIAL-215-1,wap_unique_usernames,1.0
1761592200,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761592500,MEMORIAL-215-1,wap_device_count,6.0
1761592500,MEMORIAL-215-1,wap_no_username_count,4.0
1761592500,MEMORIAL-215-1,wap_unique_usernames,2.0
1761592500,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761592800,MEMORIAL-215-1,wap_device_count,6.0
1761592800,MEMORIAL-215-1,wap_no_username_count,4.0
1761592800,MEMORIAL-215-1,wap_unique_usernames,2.0
1761592800,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761593100,MEMORIAL-215-1,wap_device_count,6.0
1761593100,MEMORIAL-215-1,wap_no_username_count,4.0
1761593100,MEMORIAL-215-1,wap_unique_usernames,2.0
1761593100,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761593400,MEMORIAL-215-1,wap_device_count,4.0
1761593400,MEMORIAL-215-1,wap_no_username_count,1.0
1761593400,MEMORIAL-215-1,wap_unique_usernames,2.0
1761593400,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.5
1761593700,MEMORIAL-215-1,wap_device_count,4.0
1761593700,MEMORIAL-215-1,wap_no_username_count,1.0
1761593700,MEMORIAL-215-1,wap_unique_usernames,2.0
1761593700,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.5
1761594000,MEMORIAL-215-1,wap_device_count,9.0
1761594000,MEMORIAL-215-1,wap_no_username_count,3.0
1761594000,MEMORIAL-215-1,wap_unique_usernames,4.0
1761594000,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.5
1761594300,MEMORIAL-215-1,wap_device_count,10.0
1761594300,MEMORIAL-215-1,wap_no_username_count,4.0
1761594300,MEMORIAL-215-1,wap_unique_usernames,5.0
1761594300,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761594600,MEMORIAL-215-1,wap_device_count,10.0
1761594600,MEMORIAL-215-1,wap_no_username_count,4.0
1761594600,MEMORIAL-215-1,wap_unique_usernames,5.0
1761594600,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761594900,MEMORIAL-215-1,wap_device_count,10.0
1761594900,MEMORIAL-215-1,wap_no_username_count,4.0
1761594900,MEMORIAL-215-1,wap_unique_usernames,5.0
1761594900,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761595200,MEMORIAL-215-1,wap_device_count,10.0
1761595200,MEMORIAL-215-1,wap_no_username_count,4.0
1761595200,MEMORIAL-215-1,wap_unique_usernames,5.0
1761595200,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761595500,MEMORIAL-215-1,wap_device_count,9.0
1761595500,MEMORIAL-215-1,wap_no_username_count,3.0
1761595500,MEMORIAL-215-1,wap_unique_usernames,5.0
1761595500,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761595800,MEMORIAL-215-1,wap_device_count,9.0
1761595800,MEMORIAL-215-1,wap_no_username_count,3.0
1761595800,MEMORIAL-215-1,wap_unique_usernames,5.0
1761595800,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761596100,MEMORIAL-215-1,wap_device_count,9.0
1761596100,MEMORIAL-215-1,wap_no_username_count,3.0
1761596100,MEMORIAL-215-1,wap_unique_usernames,5.0
1761596100,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761596400,MEMORIAL-215-1,wap_device_count,9.0
1761596400,MEMORIAL-215-1,wap_no_username_count,3.0
1761596400,MEMORIAL-215-1,wap_unique_usernames,5.0
1761596400,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761596700,MEMORIAL-215-1,wap_device_count,9.0
1761596700,MEMORIAL-215-1,wap_no_username_count,3.0
1761596700,MEMORIAL-215-1,wap_unique_usernames,5.0
1761596700,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761597000,MEMORIAL-215-1,wap_device_count,9.0
1761597000,MEMORIAL-215-1,wap_no_username_count,3.0
1761597000,MEMORIAL-215-1,wap_unique_usernames,5.0
1761597000,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761597300,MEMORIAL-215-1,wap_device_count,9.0
1761597300,MEMORIAL-215-1,wap_no_username_count,3.0
1761597300,MEMORIAL-215-1,wap_unique_usernames,5.0
1761597300,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761597600,MEMORIAL-215-1,wap_device_count,8.0
1761597600,MEMORIAL-215-1,wap_no_username_count,2.0
1761597600,MEMORIAL-215-1,wap_unique_usernames,5.0
1761597600,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761597900,MEMORIAL-215-1,wap_device_count,8.0
1761597900,MEMORIAL-215-1,wap_no_username_count,2.0
1761597900,MEMORIAL-215-1,wap_unique_usernames,5.0
1761597900,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761598200,MEMORIAL-215-1,wap_device_count,8.0
1761598200,MEMORIAL-215-1,wap_no_username_count,2.0
1761598200,MEMORIAL-215-1,wap_unique_usernames,5.0
1761598200,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761598500,MEMORIAL-215-1,wap_device_count,8.0
1761598500,MEMORIAL-215-1,wap_no_username_count,2.0
1761598500,MEMORIAL-215-1,wap_unique_usernames,5.0
1761598500,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.2
1761598800,MEMORIAL-215-1,wap_device_count,6.0
1761598800,MEMORIAL-215-1,wap_no_username_count,2.0
1761598800,MEMORIAL-215-1,wap_unique_usernames,4.0
1761598800,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761599100,MEMORIAL-215-1,wap_device_count,6.0
1761599100,MEMORIAL-215-1,wap_no_username_count,2.0
1761599100,MEMORIAL-215-1,wap_unique_usernames,4.0
1761599100,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761599400,MEMORIAL-215-1,wap_device_count,3.0
1761599400,MEMORIAL-215-1,wap_no_username_count,0.0
1761599400,MEMORIAL-215-1,wap_unique_usernames,3.0
1761599400,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761599700,MEMORIAL-215-1,wap_device_count,3.0
1761599700,MEMORIAL-215-1,wap_no_username_count,0.0
1761599700,MEMORIAL-215-1,wap_unique_usernames,3.0
1761599700,MEMORIAL-215-1,wap_username_uniqueness_ratio,1.0
1761600000,MEMORIAL-215-1,wap_device_count,0.0
1761600000,MEMORIAL-215-1,wap_no_username_count,0.0
1761600000,MEMORIAL-215-1,wap_unique_usernames,0.0
1761600000,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761600300,MEMORIAL-215-1,wap_device_count,0.0
1761600300,MEMORIAL-215-1,wap_no_username_count,0.0
1761600300,MEMORIAL-215-1,wap_unique_usernames,0.0
1761600300,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761600600,MEMORIAL-215-1,wap_device_count,0.0
1761600600,MEMORIAL-215-1,wap_no_username_count,0.0
1761600600,MEMORIAL-215-1,wap_unique_usernames,0.0
1761600600,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761600900,MEMORIAL-215-1,wap_device_count,0.0
1761600900,MEMORIAL-215-1,wap_no_username_count,0.0
1761600900,MEMORIAL-215-1,wap_unique_usernames,0.0
1761600900,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761601200,MEMORIAL-215-1,wap_device_count,0.0
1761601200,MEMORIAL-215-1,wap_no_username_count,0.0
1761601200,MEMORIAL-215-1,wap_unique_usernames,0.0
1761601200,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761601500,MEMORIAL-215-1,wap_device_count,0.0
1761601500,MEMORIAL-215-1,wap_no_username_count,0.0
1761601500,MEMORIAL-215-1,wap_unique_usernames,0.0
1761601500,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761601800,MEMORIAL-215-1,wap_device_count,0.0
1761601800,MEMORIAL-215-1,wap_no_username_count,0.0
1761601800,MEMORIAL-215-1,wap_unique_usernames,0.0
1761601800,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761602100,MEMORIAL-215-1,wap_device_count,0.0
1761602100,MEMORIAL-215-1,wap_no_username_count,0.0
1761602100,MEMORIAL-215-1,wap_unique_usernames,0.0
1761602100,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761602400,MEMORIAL-215-1,wap_device_count,0.0
1761602400,MEMORIAL-215-1,wap_no_username_count,0.0
1761602400,MEMORIAL-215-1,wap_unique_usernames,0.0
1761602400,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761602700,MEMORIAL-215-1,wap_device_count,0.0
1761602700,MEMORIAL-215-1,wap_no_username_count,0.0
1761602700,MEMORIAL-215-1,wap_unique_usernames,0.0
1761602700,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761603000,MEMORIAL-215-1,wap_device_count,0.0
1761603000,MEMORIAL-215-1,wap_no_username_count,0.0
1761603000,MEMORIAL-215-1,wap_unique_usernames,0.0
1761603000,MEMORIAL-215-1,wap_username_uniqueness_ratio,0.0
1761603300,MEMORIAL-215-1,wap_device_count,2.0
1761603300,MEMORIAL-215-1,wap_no_username_count,2.0
